,OverallQual,YearBuilt,OverallCondSqft,Overall,Neighborhood,Functional,OverallQualSqft,SaleCondition,RemodUntilSale,MSSubClass,GrLivArea,GarageArea,TimeToSell,Exterior2nd,ScreenPorch,LotFrontage,log_SalePrice,YearBuilt_polinomico,GrLivArea_logaritmico,GarageArea_polinomico,TimeToSell_cuadratico,RemodUntilSale_raiz_cuadrada,OverallQualSqft_raiz_cuadrada,OverallCondSqft_polinomico,Overall_cuadratico
13,4,1962.0,18528.0,30.0,19,6,15440.0,4,46.0,0.0,912.0,352.0,46.0,10,176.0,69.0,11.877568578558138,11.871129975281747,11.621762025082848,11.854198137594357,11.874045857734517,11.792696278416004,11.665759462127879,11.804698328962276,11.986878975606977
14,6,2006.0,26610.0,35.0,5,6,37254.0,5,0.0,0.0,1494.0,840.0,1.0,13,0.0,91.0,12.540757571577291,12.467781781349458,12.078787234859622,12.581502130607939,12.478221058423559,12.491401243296252,12.281162697558672,12.161691447732055,12.13740561271561
15,5,1960.0,20555.0,30.0,12,6,24666.0,4,48.0,0.0,1253.0,352.0,48.0,8,0.0,69.0,11.964001084330445,11.856561265347636,11.915875025655906,11.854198137594357,11.858782714615716,11.777668645982803,11.959307921200208,11.903666948393958,11.986878975606977
16,6,1929.0,24928.0,56.0,3,6,21812.0,4,6.0,3.0,854.0,576.0,78.0,14,0.0,51.0,11.790557201568507,11.758100257931346,11.560934998665997,12.226563532979972,11.748192211472183,12.239058663539138,11.875482693626687,12.095464345849557,12.598846130529052
17,5,1970.0,24444.0,42.0,12,6,20952.0,4,40.0,0.0,1004.0,480.0,40.0,14,0.0,69.0,11.911701584927597,11.939872778059225,11.710736947259345,12.064944964175979,11.925753119272843,11.839855504004042,11.849160580442119,12.075648437634687,12.321870388045724
18,3,1967.0,15540.0,20.0,19,6,12432.0,4,39.0,10.0,1296.0,516.0,39.0,8,0.0,72.0,11.407564949312402,11.912115199145319,11.947121003402362,12.125998298231407,11.935234013389094,11.84805137415032,11.551558875668265,11.646570954984124,11.638910493136194
19,4,2004.0,19590.0,25.0,20,6,19590.0,4,4.0,0.0,1114.0,576.0,4.0,13,0.0,66.0,11.976659481202368,12.42862765613745,11.80699609370879,12.226563532979972,12.422408402233405,12.285364389702087,11.806342684680383,11.857369583648488,11.820713935747172
20,4,1958.0,24006.0,30.0,12,2,20005.0,0,44.0,0.0,1339.0,294.0,51.0,10,0.0,70.0,11.842229212112828,11.843024462754556,11.977347778050426,11.767391740754306,11.837737322494366,11.808054306939018,11.819542668230332,12.057418959501971,11.986878975606977
21,7,2005.0,33815.0,40.0,16,6,54104.0,5,0.0,5.0,2376.0,853.0,1.0,13,0.0,101.0,12.692503112461443,12.448054792722587,12.508535610217583,12.592540814819571,12.478221058423559,12.491401243296252,12.635516297828019,12.40163692670089,12.272293847073069
22,6,1930.0,21931.0,49.0,9,6,21931.0,4,57.0,3.0,1108.0,280.0,77.0,14,0.0,57.0,11.845102777308561,11.75769058778019,11.801995604363059,11.747707728291545,11.748303204633723,11.71362917719622,11.879083772086902,11.967156275431918,12.475683893983538
23,7,2002.0,29505.0,40.0,5,6,47208.0,4,6.0,0.0,1795.0,534.0,6.0,13,0.0,75.0,12.345834587905333,12.390669216855258,12.24878726566927,12.15641673195657,12.38643284647787,12.239058663539138,12.498314985187692,12.26637876723208,12.272293847073069
24,4,1976.0,26124.0,35.0,10,6,18660.0,4,31.0,11.0,1060.0,572.0,31.0,5,0.0,44.0,11.77452020265869,12.002629686811133,11.760989611181222,12.219952235808133,12.019957914591993,11.917818917860643,11.776244601990188,12.142972195244688,12.13740561271561
25,4,1968.0,27600.0,40.0,19,6,17250.0,4,9.0,0.0,1060.0,270.0,42.0,10,0.0,69.0,11.944707881395766,11.92110199394665,11.760989611181222,11.73399457892797,11.90753106006308,12.182345962905005,11.729143110768156,12.198793112903742,12.272293847073069
26,7,2007.0,28280.0,40.0,16,6,45248.0,4,2.0,0.0,1600.0,890.0,2.0,13,0.0,110.0,12.454103912352162,12.48780955257962,12.142272023959256,12.61933229811543,12.459370263352595,12.345711186945477,12.457515712103897,12.223487145755207,12.272293847073069
27,4,1951.0,22932.0,35.0,12,6,16380.0,4,10.0,0.0,900.0,576.0,59.0,14,0.0,60.0,11.811547477460344,11.8036644442941,11.60950047761732,12.226563532979972,11.792465635837626,12.165628373650147,11.69911474741841,12.01151131733754,12.13740561271561
28,7,2007.0,29420.0,40.0,16,6,47072.0,4,2.0,0.0,1704.0,772.0,3.0,13,0.0,98.0,12.631340380934517,12.48780955257962,12.20059891073668,12.511462204662129,12.440766044622542,12.345711186945477,12.495511690606914,12.263468034039843,12.272293847073069
29,4,1957.0,30018.0,30.0,12,6,25015.0,4,9.0,0.0,1600.0,319.0,49.0,8,0.0,47.0,12.24288661865289,11.836640700310681,12.142272023959256,11.803842473867494,11.851521007567685,12.182345962905005,11.969217893591308,12.28374110197902,11.986878975606977
30,3,1927.0,10800.0,24.0,3,6,7200.0,4,58.0,1.0,520.0,240.0,81.0,8,0.0,60.0,11.134589024250317,11.759606056085659,11.101865532121302,11.694736465889099,11.74933869003305,11.706836279086621,11.313059313163677,11.364258465133275,11.78560431944507
31,3,1920.0,14132.0,16.0,9,6,14132.0,4,58.0,6.0,1317.0,250.0,88.0,3,0.0,50.0,10.596634733096073,11.77198644824307,11.962006109100729,11.70749533315639,11.76064397860704,11.706836279086621,11.617607589432083,11.566830864491498,11.482208089066566
32,4,1966.0,23730.0,30.0,19,6,19775.0,4,2.0,0.0,1228.0,271.0,42.0,6,0.0,69.0,11.914047823644255,11.903392895100069,11.897212391171173,11.735352416928961,11.90753106006308,12.345711186945477,11.812244115257643,12.045785984106805,11.986878975606977
33,7,2007.0,20930.0,40.0,5,6,33488.0,4,1.0,0.0,1234.0,484.0,1.0,13,0.0,85.0,12.100156419938624,12.48780955257962,11.901725817837086,12.071728398696724,12.478221058423559,12.38838281649917,12.191515820197617,11.921261856739816,12.272293847073069
34,4,1959.0,26225.0,25.0,12,6,26225.0,4,51.0,0.0,1700.0,447.0,51.0,3,0.0,70.0,12.016726473799254,11.849664340913478,12.198422150815645,12.009175366887908,11.837737322494366,11.755702521503807,12.00305167908607,12.146890055705834,11.820713935747172
35,8,2005.0,26195.0,45.0,16,6,47151.0,4,2.0,11.0,1561.0,556.0,2.0,8,0.0,60.0,12.533576212168626,12.448054792722587,12.119416961609943,12.19334507154487,12.459370263352595,12.345711186945477,12.497140567147763,12.145727852948525,12.391543678679353
36,7,2004.0,33560.0,40.0,16,6,53696.0,4,1.0,5.0,2452.0,691.0,2.0,13,0.0,108.0,12.641096555879882,12.42862765613745,12.537702981692902,12.405519243536599,12.459370263352595,12.38838281649917,12.627651436613256,12.394289053910635,12.272293847073069
37,4,1994.0,19815.0,25.0,5,6,19815.0,4,14.0,0.0,1097.0,672.0,15.0,13,0.0,112.0,11.884489021402711,12.250643429398451,11.792757370897494,12.377848533568471,12.236748374453182,12.105941585697117,11.81351646585759,11.868296422389369,11.820713935747172
38,4,1954.0,26334.0,30.0,12,6,21945.0,4,19.0,0.0,1297.0,498.0,55.0,14,0.0,74.0,11.938193200374572,11.819016801667658,11.947835265565129,12.095481242246434,11.813128868438689,12.042354331565226,11.879506785394765,12.151101940569896,11.986878975606977
39,4,1953.0,23919.0,35.0,12,6,17085.0,0,3.0,0.0,1057.0,246.0,57.0,13,0.0,68.0,11.59910316121128,11.81364819648229,11.758365479809326,11.702351218801239,11.80230409945633,12.312968093967891,11.72350730295113,12.053764255311325,12.13740561271561
40,3,1955.0,11520.0,20.0,7,6,9216.0,1,53.0,10.0,1152.0,0.0,53.0,10,0.0,65.0,11.314474526246391,11.824637800327537,11.838054286080368,11.523434115141699,11.8249399427847,11.74141577559269,11.412833858788455,11.409715948628806,11.638910493136194
41,5,1965.0,20880.0,30.0,12,6,25056.0,0,41.0,0.0,1324.0,440.0,41.0,14,0.0,84.0,11.982929094215963,11.894934151251618,11.9669151525671,11.997417835492568,11.916518801497505,11.831761457769652,11.970377552486605,11.918928593420624,11.986878975606977
42,4,1959.0,25884.0,30.0,23,6,21570.0,4,48.0,0.0,1328.0,308.0,48.0,13,0.0,115.0,12.043553716032399,11.849664340913478,11.969708689302696,11.787608490023105,11.858782714615716,11.777668645982803,11.868129063645075,12.13360398523184,11.986878975606977
43,4,1983.0,21784.0,35.0,20,6,15560.0,4,24.0,9.0,884.0,504.0,24.0,6,0.0,69.0,11.877568578558138,12.088275587656426,11.592895238575224,12.105659651024963,12.107036586042488,11.986716083782026,11.670073070522047,11.96051359390016,12.13740561271561
44,4,1975.0,18732.0,30.0,5,6,15610.0,4,28.0,0.0,938.0,308.0,33.0,13,0.0,69.0,11.777210959615614,11.991493465792246,11.64778493659335,11.787608490023105,11.997297481245788,11.946278967771867,11.671865496567467,11.814957222406132,11.986878975606977
45,4,1959.0,22500.0,30.0,12,6,18750.0,4,47.0,0.0,1150.0,300.0,47.0,14,0.0,70.0,11.856515169360305,11.849664340913478,11.836445335831943,11.775993007122473,11.86629099800466,11.785142491698755,11.779189623509938,11.99255622265036,11.986878975606977
46,8,2005.0,29160.0,45.0,16,6,52488.0,4,5.0,11.0,1752.0,576.0,5.0,8,0.0,61.0,12.675763725937609,12.448054792722587,12.226328871796875,12.226563532979972,12.40429733618518,12.261045038042889,12.604188415953235,12.254504398592204,12.391543678679353
47,6,2003.0,32010.0,35.0,11,6,44814.0,0,6.0,4.0,2149.0,670.0,6.0,13,198.0,48.0,12.387085012375499,12.40949944103545,12.415515952161737,12.374883213606164,12.38643284647787,12.239058663539138,12.448362791404222,12.34788470756943,12.13740561271561
48,7,2006.0,28970.0,40.0,21,6,46352.0,4,1.0,0.0,1656.0,826.0,1.0,13,0.0,84.0,12.428015476267865,12.467781781349458,12.17413414678385,12.568723943077483,12.478221058423559,12.38838281649917,12.480602777109056,12.247896454110014,12.272293847073069
49,3,1920.0,18200.0,20.0,17,6,14560.0,5,1.0,14.0,1452.0,0.0,89.0,8,0.0,33.0,11.635143097694478,11.77198644824307,12.052378585962593,11.523434115141699,11.76324532519555,12.38838281649917,11.633600037231032,11.788061765079075,11.638910493136194
50,4,1966.0,22757.0,35.0,19,6,16255.0,4,41.0,0.0,955.0,386.0,41.0,6,0.0,66.0,11.751942365440728,11.903392895100069,11.664413178848992,11.908271008953376,11.916518801497505,11.831761457769652,11.69473540903139,12.003866828347464,12.13740561271561
51,5,1997.0,24732.0,36.0,8,6,24732.0,4,10.0,5.0,1470.0,388.0,10.0,13,0.0,69.0,12.083905011555967,12.300955390184527,12.063788847734724,11.911509752247568,12.317440651057764,12.165628373650147,11.961187362874675,12.087481044368461,12.165634331807194
52,5,1934.0,20016.0,36.0,3,6,20016.0,4,56.0,4.0,1176.0,528.0,72.0,14,0.0,52.0,11.648330101976432,11.758361813080455,11.857146912105105,12.146293113322379,11.752556815555119,11.720481928097984,11.81989067542633,11.877989587630882,12.165634331807194
53,4,1963.0,14820.0,25.0,9,6,14820.0,4,47.0,10.0,816.0,516.0,47.0,14,0.0,110.0,11.608235644774552,11.878803621902307,11.518802511163251,12.125998298231407,11.86629099800466,11.785142491698755,11.643200478759221,11.606221123761184,11.820713935747172
54,8,1981.0,32100.0,45.0,24,6,57780.0,4,19.0,0.0,1842.0,894.0,25.0,15,0.0,68.0,12.86099861326992,12.062422390079064,12.272727860570098,12.621798463432025,12.093857046812534,12.042354331565226,12.705081113515886,12.350661891717714,12.391543678679353
55,4,1955.0,18380.0,25.0,12,2,18380.0,4,52.0,8.0,1360.0,572.0,52.0,8,0.0,60.0,11.77528972943772,11.824637800327537,11.991758921686912,12.219952235808133,11.831215344469076,11.748524803027223,11.767036605445554,11.797213286881957,11.820713935747172
56,5,1964.0,24255.0,30.0,12,6,29106.0,4,44.0,0.0,1425.0,576.0,44.0,10,0.0,100.0,12.103486056755072,11.886738037039095,12.03499538234719,12.226563532979972,11.89029530621697,11.808054306939018,12.080595255940448,12.067817029780123,11.986878975606977
57,7,1999.0,24640.0,40.0,21,6,39424.0,0,9.0,12.0,1739.0,480.0,10.0,8,0.0,24.0,12.058152515453552,12.33595718424749,12.219430576886815,12.064944964175979,12.317440651057764,12.182345962905005,12.330765628621414,12.083714406690348,12.272293847073069
58,6,2004.0,24325.0,35.0,5,6,34055.0,4,2.0,5.0,1720.0,565.0,2.0,13,0.0,89.0,12.188417710291453,12.42862765613745,12.209255180187354,12.208341917901585,12.459370263352595,12.345711186945477,12.205323993033687,12.07072368823049,12.13740561271561
59,9,2006.0,39705.0,50.0,22,6,79410.0,5,0.0,5.0,2945.0,641.0,0.0,13,0.0,66.0,12.991753427493052,12.467781781349458,12.707425717852736,12.33086188732718,12.497318429835437,12.491401243296252,13.075844651794728,12.550047805250319,12.495155107534465
60,4,1972.0,18844.0,35.0,5,6,13460.0,4,36.0,0.0,780.0,352.0,36.0,6,0.0,60.0,11.73526869611367,11.959712691920458,11.477039269824658,11.854198137594357,11.96515615378333,11.873290682513757,11.59200113825275,11.820560879920137,12.13740561271561
61,5,2004.0,20250.0,30.0,20,6,24300.0,5,2.0,0.0,1158.0,576.0,2.0,13,0.0,63.0,11.970350312009105,12.42862765613745,11.842864444510326,12.226563532979972,12.459370263352595,12.345711186945477,11.948839617651528,11.889193452034602,11.986878975606977
62,4,1920.0,21280.0,35.0,9,6,15200.0,4,11.0,7.0,1111.0,288.0,87.0,8,0.0,60.0,11.522875795823397,11.77198644824307,11.804499221672218,11.758888324003575,11.758289208359445,12.149727775117636,11.657081660958845,11.93748551480521,12.13740561271561
63,7,2006.0,22970.0,40.0,16,6,36752.0,4,1.0,11.0,1370.0,484.0,1.0,13,0.0,44.0,12.218495165528731,12.467781781349458,11.998543396425017,12.071728398696724,12.478221058423559,12.38838281649917,12.26948352023273,12.013165146878766,12.272293847073069
64,6,1921.0,26856.0,42.0,17,6,31332.0,4,60.0,6.0,1710.0,480.0,89.0,12,0.0,50.0,11.84939770159144,11.76954811302403,12.203854494097417,12.064944964175979,11.76324532519555,11.693423940621075,12.137912236019464,12.171039095673597,12.321870388045724
65,6,1997.0,28850.0,35.0,5,6,40390.0,4,11.0,5.0,2034.0,645.0,12.0,13,0.0,69.0,12.299107511497363,12.300955390184527,12.364570348694993,12.337041592963118,12.28442401139319,12.149727775117636,12.352407013254133,12.243697864277102,12.13740561271561
66,7,2004.0,34705.0,40.0,16,6,55528.0,4,2.0,5.0,2473.0,852.0,3.0,13,0.0,76.0,12.666657052859417,12.42862765613745,12.54560311368795,12.59172065905627,12.440766044622542,12.345711186945477,12.66273641455775,12.426660304929593,12.272293847073069
67,6,1970.0,34685.0,35.0,12,2,48559.0,4,21.0,0.0,2207.0,576.0,40.0,10,0.0,69.0,12.100712129872347,11.939872778059225,12.440185511750322,12.226563532979972,11.925753119272843,12.019311504523355,12.525946055954885,12.426108519628823,12.13740561271561
68,6,2003.0,24845.0,35.0,5,6,34783.0,4,4.0,0.0,1479.0,558.0,4.0,13,0.0,72.0,12.328290278254423,12.40949944103545,12.069441725981587,12.19668399631676,12.422408402233405,12.285364389702087,12.222885542535325,12.092090511575272,12.13740561271561
69,3,1945.0,14766.0,24.0,17,6,9844.0,4,60.0,1.0,747.0,220.0,65.0,8,0.0,47.0,11.289781913656018,11.779673852857968,11.43702923892512,11.670268315443312,11.76886807716344,11.693423940621075,11.441627504519182,11.60315902813791,11.78560431944507
70,6,1953.0,26180.0,28.0,4,6,45815.0,4,53.0,4.0,2287.0,667.0,53.0,0,0.0,81.0,12.323855681186558,11.81364819648229,12.47316960200524,12.370417259947684,11.8249399427847,11.74141577559269,12.469407678950184,12.145146270623323,11.922289567993197
71,6,1973.0,43110.0,42.0,12,6,50295.0,4,34.0,0.0,2223.0,516.0,34.0,10,0.0,95.0,12.404923504275338,11.9700358989071,12.446876913457505,12.125998298231407,11.986337129084054,11.890705752359823,12.560892970994892,12.618522203885526,12.321870388045724
72,3,1982.0,17370.0,24.0,11,6,11580.0,4,1.0,0.0,845.0,360.0,25.0,10,0.0,69.0,11.771436160121729,12.075209764288275,11.551127974765997,11.866740435379672,12.093857046812534,12.38838281649917,11.51675454313912,11.745176009440776,11.78560431944507
73,6,1998.0,23475.0,35.0,8,6,32865.0,4,11.0,5.0,1718.0,427.0,11.0,13,291.0,74.0,12.128111104060462,12.318309618155354,12.208177557844635,11.975680901127713,12.30080904305502,12.149727775117636,12.176208398238584,12.034937301985712,12.13740561271561
74,4,1954.0,26236.0,35.0,12,6,18740.0,4,7.0,0.0,1086.0,490.0,56.0,14,0.0,85.0,11.883799128308773,11.819016801667658,11.783426119329768,12.081907216483257,11.807593195777052,12.21884010553406,11.778862748449352,12.147315875483022,12.13740561271561
75,2,1915.0,26574.0,18.0,17,6,13287.0,4,60.0,4.0,1605.0,379.0,95.0,13,0.0,60.0,11.584315461056901,11.787470829568974,12.145161814608535,11.896982285579004,11.784031507885793,11.693423940621075,11.585306141996918,12.160316329326053,11.561810363321474
76,3,1973.0,13675.0,20.0,10,6,10940.0,4,36.0,13.0,988.0,297.0,36.0,5,0.0,21.0,11.418614785498987,11.9700358989071,11.695863928185787,11.771680326532909,11.96515615378333,11.873290682513757,11.489759803570639,11.540211505222825,11.638910493136194
77,3,1956.0,21973.0,28.0,12,6,12556.0,4,52.0,0.0,952.0,283.0,52.0,13,0.0,69.0,11.818570237796182,11.83051212302189,11.661500378828364,11.751879011217389,11.831215344469076,11.748524803027223,11.556523618717037,11.969048083234835,11.922289567993197
78,4,1948.0,17410.0,25.0,3,2,17410.0,4,7.0,4.0,1285.0,240.0,60.0,14,0.0,50.0,11.751942365440728,11.79055850306554,11.939227571082249,11.694736465889099,11.787916268539645,12.21884010553406,11.734582452734761,11.7472688254087,11.820713935747172
79,3,1968.0,26520.0,20.0,19,6,21216.0,4,42.0,10.0,1768.0,0.0,42.0,6,0.0,72.0,11.824079893607152,11.92110199394665,12.234749191940061,11.523434115141699,11.90753106006308,11.82376553206645,11.857297388215095,12.158250212211177,11.638910493136194
80,4,1910.0,20040.0,30.0,17,6,16700.0,4,28.0,4.0,1230.0,440.0,99.0,14,0.0,60.0,11.608235644774552,11.808357751597214,11.898719310381754,11.997417835492568,11.802820489830891,11.946278967771867,11.710250300977627,11.879142693551731,11.986878975606977
81,5,1968.0,34134.0,36.0,12,6,34134.0,4,41.0,5.0,2142.0,509.0,41.0,13,252.0,100.0,12.173032791451973,11.92110199394665,12.412493687301946,12.114137905232356,11.916518801497505,11.831761457769652,12.207238731695245,12.410716729521713,12.165634331807194
82,5,1998.0,21580.0,30.0,11,6,25896.0,4,8.0,11.0,1337.0,405.0,8.0,13,0.0,32.0,11.941455846009388,12.318309618155354,11.975963528188416,11.939260357946026,12.35144359608599,12.200021130594704,11.993930915594454,11.951240021092143,11.986878975606977
83,7,2007.0,27235.0,40.0,21,6,43576.0,4,1.0,0.0,1563.0,758.0,1.0,13,0.0,78.0,12.409013489526863,12.48780955257962,12.120602828835494,12.494726255058405,12.478221058423559,12.38838281649917,12.422007414518058,12.185273938726754,12.272293847073069
84,4,1960.0,18280.0,25.0,12,6,18280.0,4,47.0,0.0,1065.0,461.0,47.0,8,0.0,80.0,11.747997587149712,11.856561265347636,11.765346718926317,12.032779107183554,11.86629099800466,11.785142491698755,11.763731055856876,11.792135633286206,11.820713935747172
85,6,1995.0,18660.0,35.0,8,6,26124.0,4,13.0,8.0,1474.0,400.0,14.0,6,0.0,69.0,12.034691028774553,12.267123226366493,12.066305495880883,11.93105921505949,12.252393677092272,12.119963023161738,12.000257804649761,11.811344144637033,12.13740561271561
86,7,1991.0,32920.0,40.0,15,6,52672.0,4,14.0,5.0,2417.0,462.0,15.0,6,0.0,121.0,12.468436909997665,12.202938011540482,12.524384571877112,12.034468864194372,12.236748374453182,12.105941585697117,12.607779554855064,12.37549319290598,12.272293847073069
87,5,2005.0,21020.0,30.0,8,6,25224.0,4,4.0,5.0,1560.0,400.0,4.0,13,0.0,122.0,12.066810578196666,12.448054792722587,12.118823458477063,11.93105921505949,12.422408402233405,12.285364389702087,11.975119445556203,11.925451889817111,11.986878975606977
88,5,2009.0,17940.0,30.0,21,6,21528.0,5,0.0,12.0,1224.0,528.0,0.0,13,0.0,40.0,12.010665849187564,12.528771165088529,11.894191181941917,12.146293113322379,12.497318429835437,12.491401243296252,11.8668486205379,11.774749421149508,11.986878975606977
89,2,1915.0,7104.0,6.0,9,6,10656.0,0,27.0,4.0,1526.0,0.0,94.0,10,0.0,105.0,11.350406535472453,11.787470829568974,12.098414813963334,11.523434115141699,11.779950703251803,11.956101795311167,11.477528279549336,11.115793851185536,11.046664551189213
90,3,1994.0,14850.0,20.0,5,6,11880.0,4,12.0,0.0,990.0,0.0,13.0,13,0.0,60.0,11.724805824005728,12.250643429398451,11.697736161368631,11.523434115141699,12.268285556072275,12.134534944639528,11.529151230017767,11.60792011844438,11.638910493136194
91,3,1950.0,12500.0,20.0,12,6,10000.0,4,56.0,0.0,1040.0,420.0,56.0,14,0.0,60.0,11.607326140391713,11.799047436170895,11.743353396559957,11.964038003463305,11.807593195777052,11.720481928097984,11.448636452669623,11.4700847222087,11.638910493136194
92,4,1961.0,12555.0,15.0,12,6,20925.0,0,45.0,0.0,1235.0,480.0,45.0,6,0.0,85.0,11.498826540590727,11.863716166616996,11.902475923187883,12.064944964175979,11.882047293805286,11.800332627536164,11.848325524619108,11.473421812958874,11.441468647774041
93,4,1921.0,22652.0,35.0,6,6,16180.0,4,3.0,1.0,964.0,432.0,88.0,14,0.0,80.0,12.004568269319446,11.76954811302403,11.673097048729137,11.984024748105831,11.76064397860704,12.312968093967891,11.692099720386313,11.999257876743998,12.13740561271561
94,5,1910.0,37812.0,36.0,17,6,37812.0,4,9.0,14.0,2291.0,506.0,97.0,8,99.0,60.0,11.804848531679264,11.808357751597214,12.474788388635716,12.109051471054451,11.792932846176516,12.182345962905005,12.294052761287018,12.506664891154237,12.165634331807194
95,5,1997.0,25400.0,30.0,5,6,30480.0,4,10.0,5.0,1786.0,684.0,10.0,13,0.0,69.0,12.229545001715316,12.300955390184527,12.244131494787407,12.395432667198614,12.317440651057764,12.165628373650147,12.116222562514942,12.11445993766388,11.986878975606977
96,5,1993.0,32320.0,48.0,8,6,24240.0,4,16.0,5.0,1470.0,420.0,16.0,13,0.0,69.0,12.128111104060462,12.234453248312093,12.063788847734724,11.964038003463305,12.221349648155007,12.079327536107922,11.947115999931144,12.357407253405219,12.455587144322562
97,6,1999.0,26180.0,35.0,5,6,36652.0,4,7.0,0.0,1588.0,472.0,7.0,13,0.0,78.0,12.273731294003989,12.33595718424749,12.13529953882975,12.05138788173941,12.368814933111473,12.21884010553406,12.26714748310718,12.145146270623323,12.13740561271561
98,3,1965.0,16560.0,20.0,7,6,13248.0,4,42.0,0.0,960.0,432.0,42.0,6,0.0,73.0,11.458997122944673,11.894934151251618,11.669247593099769,11.984024748105831,11.90753106006308,11.82376553206645,11.583790855750436,11.702224383888009,11.638910493136194
99,4,1920.0,12470.0,25.0,7,6,12470.0,0,60.0,1.0,835.0,366.0,90.0,14,0.0,85.0,11.326595886778735,11.77198644824307,11.5401081646617,11.876223958224601,11.766093248124974,11.693423940621075,11.553082949869742,11.468262218950006,11.820713935747172
100,3,1959.0,17000.0,20.0,12,6,13600.0,4,51.0,0.0,1225.0,0.0,51.0,10,0.0,77.0,11.76718001130949,11.849664340913478,11.894947408104088,11.523434115141699,11.837737322494366,11.755702521503807,11.597387618799292,11.725691698112536,11.638910493136194
101,5,1977.0,37170.0,42.0,14,6,31860.0,4,9.0,0.0,1610.0,480.0,33.0,10,0.0,69.0,12.230765258120545,12.014038773628045,12.148042622369065,12.064944964175979,11.997297481245788,12.182345962905005,12.151205944941601,12.491047377692237,12.321870388045724
102,5,1985.0,23405.0,30.0,20,6,28086.0,4,25.0,5.0,1732.0,476.0,25.0,6,0.0,77.0,12.089538829274222,12.115246304109633,12.215694732051247,12.058164501412705,12.093857046812534,11.97630910931084,12.05359988483255,12.031942233022976,11.986878975606977
