,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SaleType,SaleCondition,TimeToSell,TimeUntilRemod,RemodUntilSale,TotalPorchArea,HasPorch,OverallQualSqft,OverallCondSqft,Overall,MSZoning_fv,MSZoning_rh,MSZoning_rl,MSZoning_rm,Street_pave,Street_nan,LotShape_ir2,LotShape_ir3,LotShape_reg,LotShape_nan,LandContour_hls,LandContour_low,LandContour_lvl,LandContour_nan,Utilities_nosewa,Utilities_nan,LotConfig_culdsac,LotConfig_fr2,LotConfig_fr3,LotConfig_inside,LotConfig_nan,LandSlope_mod,LandSlope_sev,LandSlope_nan,BldgType_2fmcon,BldgType_duplex,BldgType_twnhs,BldgType_twnhse,BldgType_nan,MasVnrType_brkface,MasVnrType_none,MasVnrType_stone,MasVnrType_nan,ExterQual_fa,ExterQual_gd,ExterQual_ta,ExterQual_nan,ExterCond_fa,ExterCond_gd,ExterCond_po,ExterCond_ta,ExterCond_nan,BsmtQual_fa,BsmtQual_gd,BsmtQual_ta,BsmtQual_nan,BsmtCond_gd,BsmtCond_ta,BsmtCond_nan,BsmtExposure_gd,BsmtExposure_mn,BsmtExposure_no,BsmtExposure_nan,HeatingQC_fa,HeatingQC_gd,HeatingQC_po,HeatingQC_ta,HeatingQC_nan,CentralAir_y,CentralAir_nan,Electrical_fusef,Electrical_sbrkr,Electrical_nan,BsmtFullBath_1.0,BsmtFullBath_2.0,BsmtFullBath_nan,BsmtHalfBath_1.0,BsmtHalfBath_nan,FullBath_1.0,FullBath_2.0,FullBath_3.0,FullBath_nan,HalfBath_1.0,HalfBath_2.0,HalfBath_nan,KitchenAbvGr_1.0,KitchenAbvGr_2.0,KitchenAbvGr_3.0,KitchenAbvGr_nan,KitchenQual_fa,KitchenQual_gd,KitchenQual_ta,KitchenQual_nan,Fireplaces_1.0,Fireplaces_2.0,Fireplaces_3.0,Fireplaces_nan,GarageFinish_rfn,GarageFinish_unf,GarageFinish_nan,GarageCars_1.0,GarageCars_2.0,GarageCars_3.0,GarageCars_4.0,GarageCars_nan,GarageQual_fa,GarageQual_gd,GarageQual_ta,GarageQual_nan,GarageCond_fa,GarageCond_gd,GarageCond_po,GarageCond_ta,GarageCond_nan,PavedDrive_p,PavedDrive_y,PavedDrive_nan,Fence_gdwo,Fence_mnprv,Fence_mnww,Fence_na,Fence_nan,YrSold_2007.0,YrSold_2008.0,YrSold_2009.0,YrSold_2010.0,YrSold_nan,log_SalePrice,YearBuilt_polinomico,YearRemodAdd_cuadratico,MasVnrArea_cuadratico,TotalBsmtSF_polinomico,1stFlrSF_polinomico,GrLivArea_logaritmico,TotRmsAbvGrd_discreto,GarageYrBlt_polinomico,GarageArea_polinomico,TimeToSell_cuadratico,RemodUntilSale_raiz_cuadrada,OverallQualSqft_raiz_cuadrada,OverallCondSqft_polinomico,Overall_cuadratico
308,4.0,69.0,7920.0,9,0,2,0,5,6,1920.0,1950.0,1,1,8,8,0.0,1,5,0.0,5,0.0,319.0,319.0,1,1035.0,371.0,0.0,1406.0,3,4,6,3,1,1948.0,0.0,0.0,144.0,0.0,0.0,0.0,0,2,8,4,88.0,30.0,58.0,144.0,True,18786.0,21917.0,42.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.401993904262946,11.77198644824307,11.655689212671405,11.9536828066391,11.629577952503917,11.970565975368338,12.022564312027619,11.978200513139434,11.808631836305722,11.523434115141699,11.76064397860704,11.706836279086621,11.780365652583836,11.966525070695678,12.321870388045724
309,1.0,69.0,12342.0,7,2,2,2,3,4,1940.0,1950.0,1,1,12,13,0.0,1,1,262.0,5,0.0,599.0,861.0,1,861.0,0.0,0.0,861.0,1,2,6,3,5,1961.0,539.0,158.0,0.0,0.0,0.0,0.0,0,2,8,4,69.0,10.0,59.0,158.0,True,12488.0,15610.0,20.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.320553572322773,11.76640073036856,11.655689212671405,11.9536828066391,11.920239117242058,11.849436462944839,11.568491576084938,11.780321255214764,11.846927648590281,12.1648380956898,11.758067898198918,11.700101692351728,11.553804069214664,11.650446614160412,11.638910493136194
310,0.0,90.0,12378.0,16,2,2,2,8,4,2003.0,2004.0,1,1,12,13,0.0,2,2,1274.0,5,0.0,622.0,1896.0,1,1944.0,0.0,0.0,1944.0,3,6,6,0,1,2003.0,708.0,208.0,175.0,0.0,0.0,0.0,0,10,8,4,3.0,1.0,2.0,383.0,True,58428.0,32460.0,45.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.793859310432293,12.40949944103545,12.308240048189788,11.9536828066391,12.694301436757765,12.625992528816154,12.322649654625222,12.30634061683896,12.35308124101357,12.429457821076582,12.440766044622542,12.345711186945477,12.717112015359554,12.361667848111006,12.391543678679353
311,5.0,69.0,7685.0,8,2,2,5,5,4,1993.0,1994.0,1,1,6,6,112.0,2,0,518.0,5,0.0,179.0,697.0,1,697.0,804.0,0.0,1501.0,3,4,6,5,1,1993.0,420.0,190.0,63.0,0.0,0.0,0.0,0,4,8,4,13.0,1.0,12.0,253.0,True,24714.0,20595.0,30.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.017330520933296,12.234453248312093,12.165822035362027,12.12261871230963,11.81462246919541,11.746129422210533,12.0831164290999,11.978200513139434,12.168502892805918,11.964038003463305,12.268285556072275,12.134534944639528,11.960675036831413,11.905554247994225,11.986878975606977
312,0.0,50.0,8000.0,12,2,2,2,5,5,1948.0,2002.0,1,1,12,13,0.0,1,0,680.0,5,0.0,292.0,972.0,1,972.0,0.0,0.0,972.0,2,3,6,2,5,1948.0,240.0,0.0,0.0,0.0,0.0,0.0,0,4,8,4,61.0,54.0,7.0,0.0,False,18936.0,18936.0,36.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11.790557201568507,11.79055850306554,12.278971890514782,11.9536828066391,11.99791591847428,11.92560528491918,11.680748321169785,11.85450061870365,11.808631836305722,11.694736465889099,11.783613477582577,12.21884010553406,11.7852536871134,11.825148710920857,12.165634331807194
313,14.0,65.0,7800.0,17,0,2,0,4,6,1939.0,1950.0,1,1,8,8,0.0,1,4,507.0,5,0.0,286.0,793.0,1,793.0,325.0,0.0,1118.0,3,3,6,2,5,1939.0,410.0,0.0,0.0,0.0,0.0,271.0,0,4,8,4,67.0,11.0,56.0,271.0,True,17195.0,24073.0,35.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.694413341015606,11.76446792500792,11.655689212671405,11.9536828066391,11.87497558937064,11.805103680150092,11.810314826388066,11.85450061870365,11.805141107599411,11.947491671523036,11.762974834999351,11.720481928097984,11.727267515033548,12.060225854162645,12.13740561271561
314,0.0,150.0,215245.0,23,2,2,2,6,4,1965.0,1965.0,3,1,3,3,0.0,1,0,1236.0,4,820.0,80.0,2136.0,2,2036.0,0.0,0.0,2036.0,3,6,6,2,1,1965.0,513.0,0.0,0.0,0.0,0.0,0.0,0,5,8,4,44.0,0.0,44.0,0.0,False,47047.0,33605.0,35.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.834681304952548,11.894934151251618,11.808268037459953,11.9536828066391,12.844920811545354,12.679437791944386,12.365480717245914,12.30634061683896,11.867978853544628,12.120916826707123,11.89029530621697,11.808054306939018,12.494995938674984,12.395591551807815,12.13740561271561
315,6.0,60.0,9600.0,17,2,2,5,6,6,1925.0,1990.0,1,1,13,14,0.0,0,3,16.0,5,0.0,712.0,728.0,1,832.0,809.0,0.0,1641.0,3,4,6,2,5,1925.0,546.0,0.0,0.0,234.0,0.0,0.0,0,7,8,4,81.0,65.0,16.0,234.0,True,31892.0,31892.0,49.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.089538829274222,11.762020927639696,12.111600773113963,11.9536828066391,11.833623654968662,11.83029144988839,12.165706488430924,11.978200513139434,11.82822429931548,12.176601687666375,11.74933869003305,12.079327536107922,12.152008070931286,12.34422787817593,12.475683893983538
316,5.0,71.0,7795.0,8,2,2,5,6,4,2004.0,2005.0,1,1,12,13,0.0,2,2,425.0,5,0.0,291.0,716.0,1,716.0,716.0,0.0,1432.0,3,4,6,2,1,2004.0,432.0,100.0,51.0,0.0,0.0,0.0,0,6,8,4,5.0,1.0,4.0,151.0,True,28084.0,20060.0,35.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.146853285870202,12.42862765613745,12.32302123111026,11.9536828066391,11.826210948989726,11.75743623559816,12.039533541658404,11.978200513139434,12.374105555456481,11.984024748105831,12.40429733618518,12.285364389702087,12.053546475483255,11.880102917476014,12.13740561271561
317,5.0,94.0,13005.0,14,2,2,5,6,6,1980.0,1980.0,1,1,5,5,278.0,1,2,692.0,5,0.0,153.0,845.0,1,1153.0,1200.0,0.0,2353.0,4,8,6,5,1,1983.0,484.0,288.0,195.0,0.0,0.0,0.0,0,7,8,4,29.0,0.0,29.0,483.0,True,42245.0,42245.0,49.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12.468436909997665,12.049912534468604,11.982912474701408,12.331189600949093,11.909416850073622,12.05728327735923,12.49952460389039,12.612564851369921,12.02735367700734,12.071728398696724,12.043604653301852,11.936630036822242,12.39325105981081,12.602249097547608,12.475683893983538
318,5.0,75.0,9000.0,21,2,2,5,7,4,2006.0,2006.0,1,1,12,13,0.0,2,5,0.0,5,0.0,1088.0,1088.0,1,1088.0,871.0,0.0,1959.0,3,6,6,2,1,2006.0,1025.0,208.0,46.0,0.0,0.0,0.0,0,11,8,4,1.0,0.0,1.0,254.0,True,48248.0,30155.0,40.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.506177237980511,12.467781781349458,12.337900483419475,11.9536828066391,12.083138424615035,12.009166609654459,12.329769447212623,12.30634061683896,12.417614144796971,12.64927121063861,12.478221058423559,12.38838281649917,12.519619795449927,12.288318663204393,12.272293847073069
319,5.0,90.0,9900.0,15,2,2,5,6,4,1993.0,1993.0,1,1,6,6,256.0,2,2,987.0,5,0.0,360.0,1347.0,1,1372.0,1274.0,0.0,2646.0,4,7,6,5,1,1993.0,656.0,340.0,60.0,144.0,0.0,0.0,0,3,8,4,16.0,0.0,16.0,544.0,True,51065.0,36475.0,35.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.468436909997665,12.234453248312093,12.152119615717027,12.306418307460682,12.282408872116306,12.222787221763236,12.608243093312847,12.40468454766595,12.168502892805918,12.353863157442628,12.221349648155007,12.079327536107922,12.576200322681284,12.473611127685448,12.13740561271561
320,8.0,69.0,14115.0,14,2,2,7,6,4,1980.0,1980.0,1,1,9,10,225.0,1,2,1036.0,5,0.0,336.0,1372.0,1,1472.0,0.0,0.0,1472.0,3,4,6,5,1,1980.0,588.0,233.0,48.0,0.0,0.0,0.0,0,5,8,4,29.0,0.0,29.0,281.0,True,34328.0,24520.0,35.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.141534124392603,12.049912534468604,11.982912474701408,12.270024525356362,12.301943377486163,12.29839847391476,12.06504802606745,11.978200513139434,11.992786874579906,12.2462862978299,12.043604653301852,11.936630036822242,12.211931367801194,12.078782754354439,12.13740561271561
321,5.0,111.0,16259.0,16,2,2,5,8,4,2006.0,2006.0,1,1,12,13,370.0,2,5,0.0,5,0.0,1249.0,1249.0,1,1249.0,1347.0,0.0,2596.0,4,7,6,3,1,2006.0,840.0,240.0,154.0,0.0,0.0,0.0,0,8,6,5,0.0,0.0,0.0,394.0,True,65529.0,36405.0,45.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12.7444443677961,12.467781781349458,12.337900483419475,12.425275116364697,12.206098674290557,12.12945343824387,12.59056988210365,12.40468454766595,12.417614144796971,12.581502130607939,12.497318429835437,12.491401243296252,12.844815238620281,12.471824120030636,12.391543678679353
322,5.0,99.0,12099.0,16,2,2,5,7,4,2004.0,2004.0,1,1,12,13,388.0,2,2,970.0,5,0.0,166.0,1136.0,1,1136.0,1332.0,0.0,2468.0,4,8,6,2,3,2004.0,872.0,184.0,154.0,0.0,0.0,0.0,0,5,8,4,3.0,0.0,3.0,338.0,True,55552.0,34720.0,40.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,12.777052192115912,12.42862765613745,12.308240048189788,12.44188900729449,12.119340403647426,12.044627762510563,12.543728229151434,12.612564851369921,12.374105555456481,12.60717867873081,12.440766044622542,12.312968093967891,12.663192170995293,12.427073828018244,12.272293847073069
323,5.0,86.0,10380.0,20,2,2,5,6,4,1986.0,1987.0,1,1,9,10,172.0,1,3,28.0,0,1474.0,0.0,1502.0,1,1553.0,1177.0,0.0,2730.0,4,6,6,5,1,1987.0,576.0,201.0,96.0,0.0,0.0,0.0,0,7,8,4,21.0,1.0,20.0,297.0,True,52766.0,37690.0,35.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.614865543731012,12.129153058315296,12.07196455500906,12.203768790724991,12.40332467414782,12.358848026164432,12.637195774875618,12.30634061683896,12.078897559644247,12.226563532979972,12.14805466177783,12.030688832789528,12.609611737732271,12.503732888516375,12.13740561271561
324,0.0,49.0,5820.0,17,2,2,2,2,7,1955.0,2005.0,1,1,12,13,0.0,1,0,256.0,5,0.0,906.0,1162.0,1,1163.0,0.0,0.0,1163.0,3,4,6,3,1,1955.0,220.0,142.0,98.0,0.0,0.0,0.0,0,6,8,4,51.0,50.0,1.0,240.0,True,11124.0,29664.0,24.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11.745425111208464,11.824637800327537,12.32302123111026,11.9536828066391,12.139132962015204,12.064748433508857,11.846853925963062,11.978200513139434,11.82385179400626,11.670268315443312,11.837737322494366,12.38838281649917,11.497599856183252,12.27179759140232,11.78560431944507
325,8.0,96.0,11275.0,12,4,2,7,6,6,1967.0,2007.0,4,6,13,14,300.0,1,5,0.0,5,0.0,710.0,710.0,1,1898.0,1080.0,0.0,2978.0,5,9,6,2,3,1961.0,564.0,240.0,0.0,0.0,0.0,0.0,0,5,8,4,43.0,40.0,3.0,240.0,True,50610.0,50610.0,49.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12.396693005138824,11.912115199145319,12.352877805117345,12.355083757031062,11.822531612790879,12.597621547150847,12.717749172664728,12.622312911158238,11.846927648590281,12.206679306126677,11.898789894969568,12.312968093967891,12.56716913440349,12.730552183877599,12.475683893983538
326,3.0,50.0,5000.0,9,5,2,1,4,5,1941.0,1950.0,1,1,8,8,0.0,1,1,116.0,5,0.0,604.0,720.0,1,803.0,0.0,0.0,803.0,2,3,6,3,5,1941.0,360.0,0.0,0.0,244.0,0.0,0.0,0,11,8,4,66.0,9.0,57.0,244.0,True,13430.0,16116.0,30.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11.37366339763672,11.768572901361722,11.655689212671405,11.9536828066391,11.828673886257464,11.811498625488097,11.503937520744767,11.85450061870365,11.804504633009856,11.866740435379672,11.765798167910939,11.71362917719622,11.590843253262342,11.678214752465875,11.986878975606977
327,11.0,32.0,10846.0,24,2,2,2,7,4,1993.0,1993.0,1,1,3,3,0.0,2,2,1619.0,5,0.0,100.0,1719.0,1,1719.0,0.0,0.0,1719.0,1,4,6,2,1,1993.0,473.0,122.0,30.0,0.0,0.0,0.0,0,4,1,4,15.0,0.0,15.0,152.0,True,45040.0,28150.0,40.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12.688498794774466,12.234453248312093,12.152119615717027,11.9536828066391,12.568289786518964,12.47853412206491,12.208716525647159,11.978200513139434,12.168502892805918,12.053081628717052,12.236748374453182,12.092412591958665,12.453134562234633,12.218815485751604,12.272293847073069
328,0.0,80.0,11600.0,12,2,2,2,5,4,1960.0,1960.0,3,1,13,14,175.0,1,4,565.0,5,0.0,818.0,1383.0,1,1383.0,0.0,0.0,1383.0,3,5,6,3,1,1960.0,292.0,0.0,45.0,0.0,0.0,0.0,0,3,8,4,46.0,0.0,46.0,45.0,True,26646.0,22205.0,30.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.886211674714158,11.856561265347636,11.754956694480086,12.207655035379418,12.31054059333349,12.231134501526302,12.007289607571634,12.206884648581951,11.842392510885475,11.764546251102264,11.874045857734517,11.792696278416004,12.014639887001808,11.97944932661734,11.986878975606977
329,7.0,69.0,11888.0,3,4,2,4,5,5,1916.0,1994.0,1,1,13,15,0.0,0,5,0.0,5,0.0,844.0,844.0,1,1445.0,689.0,0.0,2134.0,5,8,6,3,5,1930.0,441.0,0.0,60.0,268.0,0.0,0.0,0,6,8,4,93.0,78.0,15.0,328.0,True,33318.0,33318.0,36.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.27606501735021,11.783938027806698,12.165822035362027,11.9536828066391,11.908743864264263,12.278060867068348,12.4090275584918,12.612564851369921,11.816619262068343,11.999095400798353,11.776116474958725,12.092412591958665,12.187353063374228,12.387241625548995,12.165634331807194
330,6.0,60.0,6402.0,9,2,2,5,4,4,1920.0,1950.0,1,1,13,15,0.0,2,5,0.0,5,0.0,596.0,596.0,1,596.0,596.0,0.0,1192.0,3,4,6,3,5,1920.0,189.0,0.0,0.0,137.0,0.0,0.0,0,6,8,4,89.0,30.0,59.0,137.0,True,15845.0,15845.0,25.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11.26446410567173,11.77198644824307,11.655689212671405,11.9536828066391,11.756273481213634,11.689381163487981,11.869660251381987,11.978200513139434,11.8428322954951,11.635327170122967,11.76324532519555,11.700101692351728,11.680251703038905,11.663396845107545,11.820713935747172
